ID Measure;Operator;Station;Serial;City;School;Room;Campaign;Sensor;Temperature(°C);Humidity(HR%);CO2(ppm);Comment;Date
40;Admin;Mini XT;6102001000509;Dilbeek;Default building;Kamer 96;Breugheldal;;23.5000;58.0000;847.0000;;03/09/2025 05:12:55
40;Admin;Mini XT;6102001000509;Dilbeek;Default building;Kamer 96;Breugheldal;;23.5000;58.0000;834.0000;;03/09/2025 05:22:55
40;Admin;Mini XT;6102001000509;Dilbeek;Default building;Kamer 96;Breugheldal;;23.5000;58.0000;833.0000;;03/09/2025 05:32:55
40;Admin;Mini XT;6102001000509;Dilbeek;Default building;Kamer 96;Breugheldal;;23.5000;58.0000;843.0000;;03/09/2025 05:42:55
40;Admin;Mini XT;6102001000509;Dilbeek;Default building;Kamer 96;Breugheldal;;23.5000;58.0000;824.0000;;03/09/2025 05:52:55
40;Admin;Mini XT;6102001000509;Dilbeek;Default building;Kamer 96;Breugheldal;;23.5000;58.0000;828.0000;;03/09/2025 06:02:55
40;Admin;Mini XT;6102001000509;Dilbeek;Default building;Kamer 96;Breugheldal;;23.5000;58.0000;861.0000;;03/09/2025 06:12:55
40;Admin;Mini XT;6102001000509;Dilbeek;Default building;Kamer 96;Breugheldal;;23.5000;59.0000;920.0000;;03/09/2025 06:22:55
40;Admin;Mini XT;6102001000509;Dilbeek;Default building;Kamer 96;Breugheldal;;23.5000;59.0000;900.0000;;03/09/2025 06:32:55
40;Admin;Mini XT;6102001000509;Dilbeek;Default building;Kamer 96;Breugheldal;;23.5000;59.0000;896.0000;;03/09/2025 06:42:55
40;Admin;Mini XT;6102001000509;Dilbeek;Default building;Kamer 96;Breugheldal;;23.5000;59.0000;876.0000;;03/09/2025 06:52:55
40;Admin;Mini XT;6102001000509;Dilbeek;Default building;Kamer 96;Breugheldal;;23.5000;59.0000;877.0000;;03/09/2025 07:02:55
40;Admin;Mini XT;6102001000509;Dilbeek;Default building;Kamer 96;Breugheldal;;23.5000;59.0000;888.0000;;03/09/2025 07:12:55
40;Admin;Mini XT;6102001000509;Dilbeek;Default building;Kamer 96;Breugheldal;;23.5000;59.0000;854.0000;;03/09/2025 07:22:55
40;Admin;Mini XT;6102001000509;Dilbeek;Default building;Kamer 96;Breugheldal;;23.5000;59.0000;852.0000;;03/09/2025 07:32:55
40;Admin;Mini XT;6102001000509;Dilbeek;Default building;Kamer 96;Breugheldal;;23.5000;59.0000;856.0000;;03/09/2025 07:42:55
40;Admin;Mini XT;6102001000509;Dilbeek;Default building;Kamer 96;Breugheldal;;23.5000;59.0000;803.0000;;03/09/2025 07:52:55
40;Admin;Mini XT;6102001000509;Dilbeek;Default building;Kamer 96;Breugheldal;;23.5000;59.0000;838.0000;;03/09/2025 08:02:55
40;Admin;Mini XT;6102001000509;Dilbeek;Default building;Kamer 96;Breugheldal;;23.5000;60.0000;930.0000;;03/09/2025 08:12:55
40;Admin;Mini XT;6102001000509;Dilbeek;Default building;Kamer 96;Breugheldal;;23.5000;62.0000;1062.0000;;03/09/2025 08:22:55
40;Admin;Mini XT;6102001000509;Dilbeek;Default building;Kamer 96;Breugheldal;;23.7500;63.0000;1204.0000;;03/09/2025 08:32:55
40;Admin;Mini XT;6102001000509;Dilbeek;Default building;Kamer 96;Breugheldal;;23.5000;61.0000;782.0000;;03/09/2025 08:42:55
40;Admin;Mini XT;6102001000509;Dilbeek;Default building;Kamer 96;Breugheldal;;23.2500;60.0000;579.0000;;03/09/2025 08:52:55
40;Admin;Mini XT;6102001000509;Dilbeek;Default building;Kamer 96;Breugheldal;;23.2500;60.0000;515.0000;;03/09/2025 09:02:55
40;Admin;Mini XT;6102001000509;Dilbeek;Default building;Kamer 96;Breugheldal;;23.0000;60.0000;478.0000;;03/09/2025 09:12:55
40;Admin;Mini XT;6102001000509;Dilbeek;Default building;Kamer 96;Breugheldal;;23.0000;61.0000;456.0000;;03/09/2025 09:22:55
40;Admin;Mini XT;6102001000509;Dilbeek;Default building;Kamer 96;Breugheldal;;23.0000;61.0000;446.0000;;03/09/2025 09:32:55
40;Admin;Mini XT;6102001000509;Dilbeek;Default building;Kamer 96;Breugheldal;;23.0000;61.0000;436.0000;;03/09/2025 09:42:55
40;Admin;Mini XT;6102001000509;Dilbeek;Default building;Kamer 96;Breugheldal;;22.7500;62.0000;436.0000;;03/09/2025 09:52:55
40;Admin;Mini XT;6102001000509;Dilbeek;Default building;Kamer 96;Breugheldal;;22.7500;62.0000;450.0000;;03/09/2025 10:02:55
40;Admin;Mini XT;6102001000509;Dilbeek;Default building;Kamer 96;Breugheldal;;22.7500;62.0000;439.0000;;03/09/2025 10:12:55
40;Admin;Mini XT;6102001000509;Dilbeek;Default building;Kamer 96;Breugheldal;;22.7500;62.0000;436.0000;;03/09/2025 10:22:55
40;Admin;Mini XT;6102001000509;Dilbeek;Default building;Kamer 96;Breugheldal;;22.7500;62.0000;476.0000;;03/09/2025 10:32:55
40;Admin;Mini XT;6102001000509;Dilbeek;Default building;Kamer 96;Breugheldal;;23.0000;62.0000;633.0000;;03/09/2025 10:42:55
40;Admin;Mini XT;6102001000509;Dilbeek;Default building;Kamer 96;Breugheldal;;23.0000;62.0000;662.0000;;03/09/2025 10:52:55
40;Admin;Mini XT;6102001000509;Dilbeek;Default building;Kamer 96;Breugheldal;;23.2500;61.0000;650.0000;;03/09/2025 11:02:55
40;Admin;Mini XT;6102001000509;Dilbeek;Default building;Kamer 96;Breugheldal;;23.2500;61.0000;649.0000;;03/09/2025 11:12:55
40;Admin;Mini XT;6102001000509;Dilbeek;Default building;Kamer 96;Breugheldal;;23.2500;61.0000;629.0000;;03/09/2025 11:22:55
40;Admin;Mini XT;6102001000509;Dilbeek;Default building;Kamer 96;Breugheldal;;23.2500;61.0000;632.0000;;03/09/2025 11:32:55
40;Admin;Mini XT;6102001000509;Dilbeek;Default building;Kamer 96;Breugheldal;;23.2500;62.0000;634.0000;;03/09/2025 11:42:55
40;Admin;Mini XT;6102001000509;Dilbeek;Default building;Kamer 96;Breugheldal;;23.2500;63.0000;634.0000;;03/09/2025 11:52:55
40;Admin;Mini XT;6102001000509;Dilbeek;Default building;Kamer 96;Breugheldal;;23.2500;63.0000;619.0000;;03/09/2025 12:02:55
40;Admin;Mini XT;6102001000509;Dilbeek;Default building;Kamer 96;Breugheldal;;23.2500;63.0000;625.0000;;03/09/2025 12:12:55
40;Admin;Mini XT;6102001000509;Dilbeek;Default building;Kamer 96;Breugheldal;;23.2500;62.0000;617.0000;;03/09/2025 12:22:55
40;Admin;Mini XT;6102001000509;Dilbeek;Default building;Kamer 96;Breugheldal;;23.2500;62.0000;617.0000;;03/09/2025 12:32:55
40;Admin;Mini XT;6102001000509;Dilbeek;Default building;Kamer 96;Breugheldal;;23.2500;61.0000;623.0000;;03/09/2025 12:42:55
40;Admin;Mini XT;6102001000509;Dilbeek;Default building;Kamer 96;Breugheldal;;23.2500;60.0000;613.0000;;03/09/2025 12:52:55
40;Admin;Mini XT;6102001000509;Dilbeek;Default building;Kamer 96;Breugheldal;;23.2500;60.0000;599.0000;;03/09/2025 13:02:55
40;Admin;Mini XT;6102001000509;Dilbeek;Default building;Kamer 96;Breugheldal;;23.2500;59.0000;592.0000;;03/09/2025 13:12:55
40;Admin;Mini XT;6102001000509;Dilbeek;Default building;Kamer 96;Breugheldal;;23.2500;58.0000;600.0000;;03/09/2025 13:22:55
40;Admin;Mini XT;6102001000509;Dilbeek;Default building;Kamer 96;Breugheldal;;23.2500;58.0000;581.0000;;03/09/2025 13:32:55
40;Admin;Mini XT;6102001000509;Dilbeek;Default building;Kamer 96;Breugheldal;;23.2500;57.0000;569.0000;;03/09/2025 13:42:55
40;Admin;Mini XT;6102001000509;Dilbeek;Default building;Kamer 96;Breugheldal;;23.2500;57.0000;572.0000;;03/09/2025 13:52:55
40;Admin;Mini XT;6102001000509;Dilbeek;Default building;Kamer 96;Breugheldal;;23.2500;57.0000;576.0000;;03/09/2025 14:02:55
40;Admin;Mini XT;6102001000509;Dilbeek;Default building;Kamer 96;Breugheldal;;23.2500;57.0000;574.0000;;03/09/2025 14:12:55
40;Admin;Mini XT;6102001000509;Dilbeek;Default building;Kamer 96;Breugheldal;;23.2500;57.0000;564.0000;;03/09/2025 14:22:55
40;Admin;Mini XT;6102001000509;Dilbeek;Default building;Kamer 96;Breugheldal;;23.2500;57.0000;568.0000;;03/09/2025 14:32:55
40;Admin;Mini XT;6102001000509;Dilbeek;Default building;Kamer 96;Breugheldal;;23.2500;57.0000;565.0000;;03/09/2025 14:42:55
40;Admin;Mini XT;6102001000509;Dilbeek;Default building;Kamer 96;Breugheldal;;23.2500;57.0000;561.0000;;03/09/2025 14:52:55
40;Admin;Mini XT;6102001000509;Dilbeek;Default building;Kamer 96;Breugheldal;;23.2500;57.0000;574.0000;;03/09/2025 15:02:55
40;Admin;Mini XT;6102001000509;Dilbeek;Default building;Kamer 96;Breugheldal;;23.2500;57.0000;556.0000;;03/09/2025 15:12:55
40;Admin;Mini XT;6102001000509;Dilbeek;Default building;Kamer 96;Breugheldal;;23.2500;57.0000;538.0000;;03/09/2025 15:22:55
40;Admin;Mini XT;6102001000509;Dilbeek;Default building;Kamer 96;Breugheldal;;23.2500;57.0000;561.0000;;03/09/2025 15:32:55
40;Admin;Mini XT;6102001000509;Dilbeek;Default building;Kamer 96;Breugheldal;;23.2500;57.0000;560.0000;;03/09/2025 15:42:55
40;Admin;Mini XT;6102001000509;Dilbeek;Default building;Kamer 96;Breugheldal;;23.2500;57.0000;552.0000;;03/09/2025 15:52:55
40;Admin;Mini XT;6102001000509;Dilbeek;Default building;Kamer 96;Breugheldal;;23.2500;57.0000;539.0000;;03/09/2025 16:02:55
40;Admin;Mini XT;6102001000509;Dilbeek;Default building;Kamer 96;Breugheldal;;23.2500;57.0000;544.0000;;03/09/2025 16:12:55
